label,id
Mestre Zinho,421
Mestrinho,422
Mexe Ville,423
Miltinho,424
Miltinho Edilberto,425
Milton Banana Trio,426
Milton Nascimento,427
Miúcha,428
Moacir Santos,429
Moacyr Franco,430
Moleca 100 Vergonha,431
Mombojó,432
Monarco,433
Monobloco,434
Moraes Moreira,435
Moreira Da Silva,436
Mulheres Perdidas,437
Mundo Livre S/A,438
Márcio Greyck,439
Mário Barbará,440
Mônica Salmaso,441
Nana Caymmi,442
Nando Cordel,443
Nando Reis,444
Naná Vasconcelos,445
Nara Leão,446
Natiruts,447
Nação Zumbi,448
Nei Lisboa,449
Nei Lopes,450
Nei Van Soria,451
Nelson Cavaquinho,452
Nelson Gonçalves,453
Nelson Sargento,454
Neto Fagundes,455
Ney Matogrosso,456
Nicolas Krassik,457
Nila Branco,458
Nilton Cesar,459
Nilton Ferreira,460
Nilze Carvalho,461
Noda de Caju,462
Noel Guarany,463
Noel Rosa,464
Noite Ilustrada,465
Nora Ney,466
Noriel Vilela,467
Novos Baianos,468
Ná Ozzetti,469
Nó Em Pingo D'água,470
Núbia Lafayette,471
O Bando De María,472
O Terco,473
Odair Jose,474
Olodum,475
Orlando Dias,476
Orlando Silva,477
Orquestra Contemporânea de Olinda,478
Os 3 do Nordeste,479
Os Cariocas,480
Os Fagundes,481
Os Incríveis,482
Os Mirins,483
Os Mulheres Negras,484
Os Mutantes,485
Os Nativos,486
Os Originais Do Samba,487
Os Paralamas Do Sucesso,488
Os Replicantes,489
Os Serranos,490
Os The Darma Lóvers,491
Os Tiranos,492
Oswaldinho,493
Oswaldir & Carlos Magrão,494
Oswaldo Montenegro,495
Pato Fu,496
Patricia Marx,497
Paula Lima,498
Paula Morelenbaum,499
Paula Toller,500
Paulinho Da Viola,501
Paulinho Moska,502
Paulinho Nogueira,503
Paulo Bellinati,504
Paulo Diniz,505
Paulo Moura,506
Paulo Moura & Raphael Rabello,507
Paulo Sérgio,508
Paulo Sérgio Santos,509
Pedro Luis E A Parede,510
Pedro Mariano,511
Pedro Ortaça,512
Pedro Sertanejo,513
Peixelétrico,514
Pena Branca E Xavantinho,515
Peninha,516
Pepe Moreno,517
Pepeu Gomes,518
Pery Ribeiro,519
Petrúcio Amorim,520
Phass Boy,521
Pholhas,522
Pinto Do Acordeon,523
Pirisca Grecco,524
Pixinguinha,525
Planta E Raiz,526
Porca Véia,527
Quarteto Coração de Potro,528
Quarteto Em Cy,529
Quarteto Jobim-Morelenbaum,530
Quarteto Maogani,531
Quarteto Novo,532
Quininho De Valente,533
Quinteto Violado,534
Radamés Gnattali,535
Radio Taxi,536
Rafael Rabello,537
Raimundo Soldado,538
Raiz Do Sana,539
Raphael Rabello,540
Raphael Rabello & Dino 7 Cordas,541
Rasta Chinela,542
Rastapé,543
"Rastapé, Baião De Quatro",544
Raul De Souza,545
Red Boy,546
Reginaldo Rossi,547
Renata Rosa,548
Renato Borghetti,549
Renato Braz,550
Renato Russo,551
Renato Teixeira,552
Renato e Seus Blue Caps,553
Rene Renegado,554
Rildo Hora,555
Rio 65 Trio,556
Rita Lee,557
Ritchie,558
Roberta Miranda,559
Roberta Sá,560
Roberto Menescal,561
Roberto Muller,562
Roberto Ribeiro,563
Roberto Silva,564
Rogério Caetano,565
Rogério Duprat,566
Rolando Boldrin,567
Ronaldo Adriano,568
Ronnie Von,569
Rosa Passos,570
Rosa Tattooada,571
Rosinha De Valença,572
Roupa Nova,573
Rui Biriva,574
Sa & Guarabyra,575
Saisse e os Bois,576
Sambalanço Trio,577
Sandra De Sá,578
Sebastiao Do Rojao,579
Sebastiao Tapajós,580
Secos & Molhados,581
Sempre Livre,582
Sidney Magal,583
Silvio Caldas,584
Silvério Pessoa,585
Simone,586
Sirano,587
Sirano & Sirino,588
Sivuca,589
Solteirões do Forró,590
Som Imaginario,591
Som Nosso De Cada Dia,592
Soró Silva,593
Soweto,594
Spok Frevo Orquestra,595
Swing De Palha,596
Sylvia Telles,597
Sérgio Ricardo,598
Sérgio Sampaio,599
Taiguara,600
Tamba Trio,601
Tania Maria,602
Targino Gondim,603
Tavito,604
Telmo de Lima Freitas,605
Teresa Cristina,606
Tetê Espíndola,607
The Fevers,608
Toby King,609
Tom Zé,610
Tommy Real,611
Ton Oliveira,612
Toninho Horta,613
Tony Bull,614
Toquinho,615
Tribalistas,616
Trio Alvorada,617
Trio De Ouro,618
Trio Dona Zefa,619
Trio Forrozão,620
Trio Irakitan,621
Trio Macaíba,622
Trio Madeira Brasil,623
Trio Mocoto,624
Trio Mossoro,625
Trio Nordestino,626
Trio Potiguá,627
Trio Pé De Serra,628
Trio Sabiá,629
Trio Virgulino,630
Trio Xamego,631
Tulipa Ruiz,632
Ulisses Rocha,633
Ultramen,634
VELHA GUARDA DA PORTELA,635
Valdomiro Maicá,636
Vander Lee,637
Vanessa Da Mata,638
Vanusa,639
Vera Loca,640
Verônica Sabino,641
Vicente Celestino,642
Vicente Nery,643
Victor Assis Brasil,644
Vinícius de Moraes,645
Violeta De Outono,646
Virgilio,647
Vitor Ramil,648
Waldick Soriano,649
Waldik Soriano,650
Waldir Azevedo,651
Waldonys,652
Waldyr Azevedo,653
Waltel Branco,654
Walter Alfaiate,655
Walter Franco,656
Walther Morais,657
Wanda Sá,658
Wanderlea,659
Wanderley Andrade,660
Wanderley Cardoso,661
Wando,662
Wilson Das Neves,663
Wilson Paim,664
Wilson Simonal,665
Wilson Simoninha,666
Xangai,667
Xaxado Novo,668
Yahoo,669
Yamandú Costa,670
Ze Rodrix,671
Zeca Baleiro,672
Zeca Pagodinho,673
Zimbo Trio,674
Zinho E Banda Girassol,675
Zito Borborema,676
Zizi Possi,677
Zé Calixto,678
Zé Da Velha & Silvério Pontes,679
Zé Geraldo,680
Zé Gonzaga,681
Zé Keti,682
Zé Paulo Becker,683
Zé Ramalho,684
Zélia Duncan,685
pixingiuinha,686
wander wildner,687
Ó Do Forró,688
