label,id
Gisa Nogueira,395
Gislaine e Mylena,396
Gleydson Gavião,397
Golden Boys,398
Golpe De Estado,399
Gonzaguinha,400
Gordurinha,401
Grupo Do Pixinguinha,402
Grupo Fundo De Quintal,403
Grupo Revelação,404
Grupo Tarancon,405
Guentaê!,406
Guig Ghetto,407
Guilherme Arantes,408
Guilherme De Brito,409
Guinga,410
Gustavo Lins,411
Hamilton De Holanda,412
Hanoi Hanoi,413
Harmonia Do Samba,414
Heitor dos Prazeres,415
Helena De Lima,416
Henrique Cazes,417
Heraldo Do Monte,418
Herbert Vianna,419
Hermeto Pascoal,420
Herva Doce,421
Hojerizah,422
Hyldon,423
Inimigos Da HP,424
Inimigos Do Rei,425
Instituto,426
Ira!,427
Irah Caldeira,428
Isabella Taviani,429
Isaura Garcia,430
Ismael Silva,431
Israel Novaes,432
Itamar Assumpção,433
Ivan Lins,434
Ivan Vilela,435
Ivete Sangalo,436
Ivon Curi,437
Jacinto Silva,438
Jackson Do Pandeiro,439
Jacob Do Bandolim,440
Jair Alves,441
Jair Oliveira,442
Jair Rodrigues,443
Jamelão,444
Jammil,445
Jammil E Uma Noites,446
Jards Macalé,447
Jayme Vogeler,448
Jefferson Moraes,449
Jeito Moleque,450
Jerry Adriani,451
Joao Do Vale,452
Joao Petra De Barros,453
Joci Batista,454
Joel Nascimento,455
Joelho De Porco,456
Johnny Alf,457
Jonas Esticado,458
Jorge Aragão,459
Jorge Ben Jor,460
Jorge De Altinho,461
Jorge Goulart,462
Jorge Mautner,463
Jorge Veiga,464
Jorge Vercillo,465
Jorge do Rojão,466
Jose Alves,467
Jose Roberto,468
Josildo Sá,469
José Augusto,470
José Orlando,471
José Ventura,472
Jota Quest,473
Jovelina Perola Negra,474
Joyce,475
João Bosco,476
João De Barro,477
João Donato,478
João Donato E Seu Trio,479
João Gonçalves,480
João Gustavo e Murilo,481
João Macacão,482
João Penca E Seus Miquinhos Amestrados,483
Juliana Diniz,484
Junio Barreto,485
Jupiter Apple,486
Juraildes Da Cruz,487
Jurandir Da Mangueira,488
Jussara Silveira,489
Kara Veia,490
Karametade,491
Karina Buhr,492
Kart Love,493
Katinguelê,494
Kid Abelha,495
Kid Abelha e os Abóboras Selvagens,496
Kiko Zambianchi,497
Kleiton & Kledir,498
Lamartine Babo,499
Lana Bittencourt,500
Latino,501
Lauana Prado,502
Leandro Lehart,503
Legião Urbana,504
Leila Pinheiro,505
Lenine,506
Leno e Lilian,507
Leny Andrade,508
Leo Estakazero,509
Leo Jaime,510
Leo Santana,511
Leoni,512
Lia de Itamaracá,513
Limão Com Mel,514
Linda Batista,515
Lobão,516
Lobão E Os Ronaldos,517
Lolita França,518
Luan Estilizado,519
Luciana Mello,520
Lucio Alves,521
Luisa Maita,522
Luiz Ayrao,523
Luiz Barbosa,524
Luiz Caldas,525
Luiz Carlos Da Vila,526
Luiz Gonzaga,527
Luiz Grande,528
Luiz Melodia,529
Luiz Tatit,530
Luiza Possi,531
Luizinho Calixto,532
Luizinho De Iraucuba,533
Lula Côrtes,534
Lula Queiroga,535
Lulu Santos,536
Lupicínio Rodrigues,537
Luso Baião,538
Lô Borges,539
MC Leozinho,540
MC Marcinho,541
MPB4,542
Maciel Melo,543
Maciel Salú,544
Made In Brazil,545
Madureira Armorial,546
Magníficos,547
Malla 100 Alça,548
Manhoso,549
Mano Walter,550
Mané Do Baião,551
Maquinado,552
Marcelinho Moreira,553
Marcelo D2,554
Marcelo Nova,555
Marcia,556
Marconi Notaro,557
Marcos Sacramento,558
Marcos Valle,559
Margareth Menezes,560
Maria Alcina,561
Maria Bethânia,562
Maria Creuza,563
Maria Gadú,564
Maria Marta,565
Maria Rita,566
Mariana Aydar,567
Mariana Baltar,568
Mariene De Castro,569
Marina De La Riva,570
Marina Lima,571
Marina Peralta,572
Marinalva,573
Marines,574
Marinês E Sua Gente,575
Mario Reis,576
Marisa Monte,577
Marku Ribas,578
Mart'nália,579
Martinha,580
Martinho Da Vila,581
Maskavo,582
Mastruz Com Leite,583
Mateus Sartori,584
Matheus Henrique & Gabriel,585
Mato Seco,586
Mauricio Reis,587
Mauro Diniz,588
Mc Sapao,589
Meirelles E Os Copa 5,590
Mel Com Terra,591
Menina do Céu,592
Mercenarias,593
Messias Holanda,594
Mestre Ambrósio,595
Mestre Marcal,596
Mestre Zinho,597
Mestrinho,598
Metrô,599
Metá Metá,600
Miltinho,601
Miltinho Edilberto,602
Milton Banana Trio,603
Milton Nascimento,604
Miúcha,605
Moacir Santos,606
Moacyr Franco,607
Moacyr Luz,608
Moacyr Luz e Samba do Trabalhador,609
Moleca 100 Vergonha,610
Molejo,611
Mombojó,612
Monarco,613
Monobloco,614
Moraes Moreira,615
Moreira Da Silva,616
Moreno Veloso,617
Moto Perpétuo,618
Moyseis Marques,619
Mulheres Perdidas,620
Mundo Livre S/A,621
Márcia Castro,622
Márcia Fellipe,623
Márcia Freire,624
Márcio Greyck,625
Mônica Salmaso,626
Nana Caymmi,627
Nando Cordel,628
